Player Name,Location X,Location Y,Model Prediction,Actual Outcome
Rajon Rondo,721.0,257.0,1.0,1.0
Will Barton,288.0,159.0,0.0,0.0
Jeff Teague,827.0,264.0,1.0,1.0
Troy Williams,74.0,239.0,0.0,1.0
Andrew Harrison,185.0,295.0,0.0,0.0
Tony Snell,720.0,63.0,0.0,1.0
Jabari Parker,881.0,208.0,1.0,1.0
Courtney Lee,298.0,174.0,0.0,0.0
Jj Redick,288.0,187.0,1.0,0.0
Tyreke Evans,58.0,259.0,1.0,0.0
Terry Rozier,185.0,113.0,0.0,0.0
Hassan Whiteside,52.0,250.0,1.0,1.0
Dragan Bender,671.0,130.0,0.0,0.0
Jamal Crawford,300.0,329.0,0.0,1.0
Jameer Nelson,251.0,87.0,1.0,1.0
Julius Randle,53.0,275.0,1.0,0.0
Tyson Chandler,58.0,269.0,0.0,1.0
Gorgui Dieng,82.0,334.0,0.0,0.0
Greg Monroe,886.0,222.0,1.0,0.0
Jj Redick,53.0,243.0,1.0,1.0
Giannis Antetokounmpo,779.0,249.0,1.0,0.0
Joffrey Lauvergne,755.0,410.0,0.0,0.0
Dragan Bender,58.0,256.0,1.0,1.0
Nikola Vucevic,45.0,414.0,0.0,0.0
Paul Millsap,660.0,357.0,0.0,0.0
Mike Conley,305.0,241.0,0.0,1.0
Shelvin Mack,84.0,203.0,0.0,1.0
Jj Redick,94.0,252.0,1.0,1.0
Richaun Holmes,52.0,250.0,1.0,1.0
Zach Lavine,647.0,205.0,0.0,1.0
Josh Richardson,62.0,265.0,1.0,0.0
Enes Kanter,881.0,244.0,1.0,1.0
Trey Lyles,133.0,288.0,1.0,1.0
Udonis Haslem,881.0,257.0,0.0,0.0
Tyler Zeller,888.0,250.0,1.0,1.0
Luc Mbah A Moute,889.0,236.0,1.0,1.0
Kyle Anderson,797.0,360.0,0.0,0.0
Ryan Anderson,596.0,199.0,1.0,1.0
Kyle Lowry,82.0,259.0,1.0,1.0
Dwyane Wade,58.0,424.0,1.0,0.0
John Wall,298.0,282.0,0.0,0.0
Jonas Jerebko,799.0,336.0,1.0,0.0
Marreese Speights,689.0,104.0,0.0,0.0
Luke Babbitt,868.0,482.0,1.0,1.0
Taurean Prince,58.0,238.0,1.0,1.0
George Hill,249.0,136.0,0.0,1.0
Gorgui Dieng,239.0,184.0,0.0,0.0
Hassan Whiteside,858.0,233.0,1.0,0.0
Ricky Rubio,283.0,319.0,1.0,0.0
Jodie Meeks,265.0,126.0,0.0,1.0
Harrison Barnes,293.0,230.0,0.0,0.0
Solomon Hill,676.0,110.0,0.0,0.0
Kosta Koufos,46.0,238.0,1.0,0.0
James Johnson,131.0,416.0,0.0,1.0
Langston Galloway,215.0,51.0,1.0,0.0
Wilson Chandler,151.0,251.0,0.0,1.0
Marc Gasol,804.0,187.0,1.0,1.0
Nerlens Noel,54.0,259.0,1.0,0.0
Hassan Whiteside,92.0,246.0,1.0,0.0
Ian Clark,93.0,273.0,1.0,1.0
Jrue Holiday,848.0,344.0,1.0,1.0
Norman Powell,886.0,254.0,1.0,1.0
Terrence Ross,882.0,403.0,0.0,1.0
Langston Galloway,720.0,442.0,0.0,0.0
Sean Kilpatrick,750.0,120.0,0.0,0.0
Serge Ibaka,876.0,110.0,0.0,0.0
Dirk Nowitzki,799.0,197.0,1.0,0.0
Robert Covington,622.0,222.0,1.0,0.0
Bobby Brown,607.0,248.0,0.0,0.0
Danilo Gallinari,53.0,25.0,1.0,0.0
Richaun Holmes,888.0,250.0,1.0,1.0
Kent Bazemore,740.0,45.0,0.0,0.0
Alex Len,888.0,250.0,1.0,1.0
Lou Williams,199.0,35.0,1.0,1.0
Justise Winslow,856.0,297.0,1.0,1.0
Wilson Chandler,162.0,31.0,0.0,0.0
Jae Crowder,67.0,48.0,1.0,0.0
Evan Turner,246.0,278.0,1.0,0.0
Anthony Tolliver,69.0,123.0,1.0,0.0
Jeff Teague,882.0,236.0,1.0,0.0
Tyreke Evans,97.0,477.0,1.0,1.0
George Hill,887.0,17.0,0.0,0.0
Rudy Gobert,53.0,264.0,1.0,0.0
Stephen Curry,843.0,293.0,1.0,1.0
Monta Ellis,878.0,256.0,0.0,0.0
Eric Bledsoe,50.0,262.0,1.0,0.0
Nikola Mirotic,637.0,257.0,0.0,0.0
Will Barton,881.0,215.0,1.0,1.0
Evan Turner,701.0,91.0,0.0,1.0
Tj Mcconnell,92.0,364.0,0.0,1.0
Langston Galloway,220.0,445.0,0.0,1.0
Alan Williams,79.0,238.0,1.0,1.0
Richaun Holmes,890.0,239.0,1.0,0.0
Kevin Durant,171.0,215.0,1.0,1.0
Solomon Hill,72.0,259.0,0.0,0.0
Tyler Ulis,295.0,308.0,1.0,1.0
Otto Porter Jr.,53.0,251.0,1.0,1.0
Damian Lillard,637.0,341.0,0.0,0.0
Bojan Bogdanovic,652.0,163.0,0.0,0.0
Ryan Anderson,876.0,246.0,1.0,1.0
Kawhi Leonard,244.0,434.0,1.0,0.0
Patty Mills,256.0,395.0,0.0,1.0
Damian Lillard,802.0,81.0,1.0,0.0
George Hill,809.0,9.0,0.0,0.0
Kyle Korver,293.0,192.0,0.0,0.0
Tj Warren,192.0,164.0,1.0,0.0
Ryan Anderson,868.0,487.0,0.0,0.0
Rudy Gobert,58.0,260.0,1.0,1.0
Nik Stauskas,300.0,182.0,1.0,0.0
Brook Lopez,812.0,235.0,0.0,0.0
Kristaps Porzingis,837.0,208.0,1.0,0.0
Chasson Randle,837.0,248.0,0.0,0.0
Wilson Chandler,69.0,260.0,1.0,1.0
Gordon Hayward,107.0,248.0,0.0,0.0
Thabo Sefolosha,853.0,477.0,1.0,0.0
Andrew Wiggins,868.0,359.0,0.0,0.0
Gary Neal,207.0,187.0,0.0,0.0
Jordan Clarkson,88.0,354.0,1.0,1.0
Dewayne Dedmon,876.0,240.0,0.0,1.0
Tyreke Evans,889.0,297.0,1.0,0.0
Larry Nance Jr.,760.0,33.0,0.0,0.0
Markieff Morris,270.0,423.0,0.0,0.0
Klay Thompson,234.0,59.0,0.0,0.0
Kevin Durant,866.0,240.0,1.0,0.0
Kevin Durant,207.0,254.0,0.0,1.0
Jae Crowder,691.0,416.0,0.0,0.0
Nik Stauskas,652.0,318.0,0.0,0.0
Eric Gordon,112.0,300.0,0.0,1.0
Damjan Rudez,670.0,377.0,0.0,0.0
Kawhi Leonard,265.0,203.0,1.0,0.0
Marc Gasol,789.0,220.0,1.0,1.0
Terrence Jones,77.0,215.0,0.0,0.0
Josh Richardson,755.0,164.0,0.0,0.0
Jameer Nelson,251.0,391.0,0.0,0.0
Maurice Harkless,889.0,252.0,1.0,1.0
Buddy Hield,244.0,411.0,0.0,1.0
Joe Ingles,264.0,126.0,1.0,0.0
Serge Ibaka,303.0,184.0,0.0,0.0
Tj Warren,97.0,252.0,1.0,0.0
Rodney Hood,274.0,349.0,0.0,1.0
Andrew Nicholson,51.0,478.0,0.0,0.0
Wesley Matthews,82.0,18.0,1.0,0.0
P.J. Tucker,77.0,248.0,1.0,0.0
Robert Covington,216.0,390.0,1.0,0.0
Damian Lillard,82.0,260.0,1.0,0.0
Trevor Ariza,868.0,248.0,1.0,0.0
Eric Gordon,853.0,277.0,0.0,0.0
Andrew Wiggins,69.0,254.0,1.0,1.0
Marc Gasol,51.0,18.0,0.0,0.0
Kris Dunn,45.0,390.0,1.0,1.0
Gary Harris,50.0,241.0,1.0,1.0
Kent Bazemore,684.0,176.0,0.0,0.0
Otto Porter Jr.,755.0,166.0,0.0,1.0
Damian Lillard,52.0,224.0,0.0,1.0
Lamarcus Aldridge,72.0,87.0,1.0,1.0
Marcin Gortat,889.0,245.0,1.0,1.0
Ricky Rubio,210.0,128.0,0.0,1.0
Marcus Smart,711.0,442.0,0.0,0.0
Al Horford,670.0,186.0,0.0,0.0
Mario Hezonja,52.0,250.0,1.0,1.0
Trevor Booker,889.0,264.0,1.0,1.0
Ersan Ilyasova,864.0,256.0,1.0,1.0
Thabo Sefolosha,197.0,413.0,0.0,1.0
Jonathon Simmons,750.0,333.0,0.0,0.0
Aaron Brooks,894.0,230.0,0.0,0.0
Taj Gibson,788.0,364.0,0.0,1.0
Jodie Meeks,696.0,262.0,0.0,1.0
Mason Plumlee,195.0,144.0,1.0,0.0
D'Angelo Russell,696.0,416.0,0.0,0.0
Pau Gasol,788.0,354.0,1.0,1.0
Chris Paul,724.0,166.0,1.0,1.0
Sean Kilpatrick,54.0,233.0,1.0,0.0
Paul George,215.0,355.0,0.0,1.0
Jeff Teague,833.0,238.0,0.0,0.0
Amir Johnson,59.0,17.0,0.0,0.0
Jrue Holiday,190.0,341.0,0.0,0.0
George Hill,740.0,457.0,0.0,0.0
Arron Afflalo,571.0,197.0,0.0,0.0
Ryan Anderson,642.0,292.0,0.0,1.0
Brook Lopez,313.0,259.0,1.0,0.0
Georgios Papagiannis,128.0,149.0,0.0,1.0
Tyson Chandler,886.0,233.0,0.0,1.0
Manu Ginobili,868.0,254.0,1.0,0.0
Stephen Curry,878.0,102.0,0.0,0.0
Jusuf Nurkic,82.0,234.0,0.0,1.0
Nikola Jokic,627.0,257.0,0.0,1.0
Harrison Barnes,112.0,298.0,1.0,0.0
Eric Gordon,789.0,235.0,1.0,0.0
E'Twaun Moore,126.0,17.0,0.0,1.0
Lamarcus Aldridge,249.0,296.0,0.0,0.0
Eric Bledsoe,890.0,273.0,1.0,1.0
Sam Dekker,74.0,17.0,0.0,0.0
Gerald Henderson,72.0,17.0,0.0,1.0
Brook Lopez,881.0,230.0,0.0,1.0
Dirk Nowitzki,62.0,9.0,0.0,1.0
Nikola Mirotic,895.0,496.0,0.0,1.0
Raymond Felton,661.0,113.0,0.0,1.0
Kyle O'Quinn,210.0,260.0,1.0,1.0
Zach Randolph,866.0,274.0,1.0,0.0
Will Barton,185.0,467.0,0.0,0.0
Zach Lavine,62.0,248.0,1.0,1.0
Jerian Grant,888.0,250.0,1.0,1.0
Bradley Beal,202.0,360.0,0.0,1.0
Shabazz Muhammad,819.0,397.0,0.0,0.0
Nik Stauskas,876.0,487.0,0.0,1.0
Alexis Ajinca,882.0,222.0,0.0,0.0
Anthony Davis,220.0,259.0,1.0,0.0
Marquese Chriss,886.0,230.0,1.0,1.0
Joakim Noah,58.0,250.0,0.0,1.0
Eric Gordon,765.0,487.0,0.0,0.0
Ian Clark,67.0,254.0,0.0,0.0
Terrence Ross,763.0,99.0,0.0,1.0
Dewayne Dedmon,822.0,274.0,0.0,0.0
James Harden,53.0,18.0,1.0,0.0
Thabo Sefolosha,882.0,250.0,1.0,0.0
Nemanja Bjelica,264.0,372.0,0.0,1.0
Jeremy Lin,838.0,217.0,0.0,1.0
Meyers Leonard,264.0,324.0,0.0,0.0
Andrew Harrison,675.0,380.0,0.0,0.0
Randy Foye,652.0,141.0,0.0,1.0
Demar Derozan,848.0,405.0,0.0,0.0
Stephen Curry,832.0,248.0,0.0,0.0
Deandre' Bembry,62.0,236.0,1.0,0.0
Justin Holiday,894.0,240.0,1.0,1.0
Alexis Ajinca,52.0,250.0,1.0,1.0
Devin Booker,743.0,365.0,0.0,0.0
Patrick Patterson,92.0,248.0,1.0,1.0
Giannis Antetokounmpo,287.0,349.0,0.0,1.0
John Wall,87.0,230.0,1.0,1.0
Malik Beasley,881.0,20.0,1.0,1.0
Derrick Rose,794.0,141.0,0.0,1.0
Chris Paul,285.0,372.0,0.0,0.0
Serge Ibaka,704.0,145.0,1.0,1.0
Willie Cauley-Stein,52.0,250.0,1.0,1.0
Goran Dragic,750.0,284.0,0.0,0.0
Maurice Harkless,888.0,250.0,1.0,1.0
Langston Galloway,660.0,349.0,0.0,1.0
Kevin Durant,107.0,223.0,0.0,1.0
Andrew Wiggins,280.0,355.0,0.0,0.0
Jordan Clarkson,59.0,266.0,1.0,1.0
Langston Galloway,82.0,22.0,1.0,0.0
John Wall,863.0,251.0,0.0,1.0
Elfrid Payton,288.0,342.0,0.0,1.0
Zaza Pachulia,146.0,418.0,0.0,1.0
James Johnson,308.0,248.0,0.0,1.0
Marcus Smart,148.0,179.0,1.0,0.0
D.J. Augustin,814.0,182.0,1.0,1.0
Matthew Dellavedova,265.0,323.0,0.0,1.0
Terry Rozier,887.0,274.0,1.0,1.0
Gerald Henderson,32.0,162.0,1.0,1.0
Damian Lillard,207.0,167.0,1.0,1.0
Goran Dragic,251.0,398.0,1.0,1.0
Ben Mclemore,195.0,459.0,1.0,0.0
Hassan Whiteside,112.0,262.0,1.0,0.0
Sasha Vujacic,642.0,149.0,0.0,0.0
Goran Dragic,876.0,269.0,0.0,1.0
Deron Williams,270.0,369.0,0.0,0.0
Trevor Ariza,887.0,235.0,1.0,1.0
Myles Turner,730.0,347.0,1.0,0.0
Jimmy Butler,264.0,369.0,0.0,0.0
Shabazz Muhammad,116.0,244.0,0.0,1.0
Timothe Luwawu-Cabarrot,887.0,236.0,1.0,1.0
Julius Randle,53.0,251.0,1.0,1.0
Steven Adams,77.0,267.0,0.0,1.0
Dion Waiters,858.0,482.0,0.0,1.0
Dwight Howard,53.0,270.0,1.0,1.0
Cj Watson,904.0,4.0,0.0,0.0
Rudy Gobert,873.0,256.0,1.0,0.0
Gerald Henderson,868.0,251.0,0.0,1.0
Thaddeus Young,67.0,300.0,0.0,1.0
Tyler Johnson,890.0,269.0,1.0,1.0
Blake Griffin,853.0,490.0,0.0,1.0
Otto Porter Jr.,187.0,470.0,0.0,1.0
Eric Bledsoe,69.0,303.0,0.0,0.0
Trevor Ariza,750.0,46.0,1.0,0.0
Kristaps Porzingis,234.0,140.0,0.0,0.0
Bradley Beal,72.0,225.0,1.0,1.0
Giannis Antetokounmpo,183.0,361.0,0.0,0.0
James Ennis Iii,899.0,17.0,0.0,1.0
Victor Oladipo,77.0,287.0,1.0,0.0
Jeff Teague,637.0,235.0,1.0,0.0
Draymond Green,887.0,279.0,0.0,0.0
Tarik Black,887.0,246.0,1.0,0.0
Markieff Morris,290.0,319.0,0.0,1.0
Patrick Beverley,50.0,483.0,1.0,0.0
Rudy Gobert,52.0,250.0,1.0,1.0
Isaiah Thomas,53.0,239.0,1.0,1.0
Marcus Smart,632.0,226.0,1.0,0.0
Timothe Luwawu-Cabarrot,890.0,270.0,1.0,0.0
Jrue Holiday,62.0,221.0,0.0,0.0
Ian Clark,689.0,429.0,0.0,0.0
Kyle Korver,640.0,197.0,1.0,0.0
Jrue Holiday,827.0,123.0,0.0,0.0
Jamal Murray,890.0,483.0,0.0,0.0
Nick Young,887.0,482.0,0.0,0.0
Demar Derozan,691.0,128.0,0.0,0.0
Kawhi Leonard,202.0,164.0,0.0,1.0
Thabo Sefolosha,51.0,269.0,1.0,1.0
Justin Hamilton,868.0,7.0,0.0,0.0
Paul George,205.0,372.0,0.0,0.0
Eric Gordon,641.0,167.0,0.0,0.0
Rodney Hood,283.0,118.0,0.0,0.0
Nik Stauskas,195.0,46.0,0.0,1.0
Jaylen Brown,236.0,76.0,0.0,1.0
Alan Williams,889.0,262.0,1.0,1.0
Patty Mills,725.0,323.0,0.0,0.0
Isaiah Thomas,62.0,236.0,1.0,1.0
Tj Warren,873.0,398.0,0.0,1.0
Bobby Portis,676.0,118.0,0.0,1.0
Evan Fournier,887.0,478.0,0.0,0.0
Troy Williams,54.0,260.0,1.0,1.0
Jason Smith,900.0,493.0,0.0,0.0
Tj Warren,792.0,419.0,0.0,0.0
Aaron Gordon,136.0,208.0,1.0,1.0
John Wall,234.0,364.0,0.0,0.0
Karl-Anthony Towns,738.0,187.0,1.0,1.0
Jake Layman,888.0,250.0,1.0,1.0
Dirk Nowitzki,146.0,280.0,0.0,0.0
Brandon Bass,52.0,250.0,1.0,1.0
Nick Young,784.0,303.0,0.0,1.0
Giannis Antetokounmpo,35.0,59.0,0.0,1.0
Jordan Clarkson,116.0,488.0,0.0,1.0
Willie Cauley-Stein,814.0,223.0,1.0,0.0
Dirk Nowitzki,180.0,136.0,0.0,1.0
Marcus Smart,112.0,18.0,0.0,1.0
James Harden,121.0,241.0,0.0,1.0
Allen Crabbe,876.0,464.0,0.0,1.0
Wesley Johnson,878.0,204.0,0.0,1.0
Bobby Brown,642.0,365.0,0.0,1.0
Wilson Chandler,60.0,275.0,1.0,0.0
Amir Johnson,112.0,200.0,0.0,1.0
E'Twaun Moore,231.0,421.0,0.0,0.0
Mike Scott,290.0,272.0,0.0,1.0
Bojan Bogdanovic,215.0,162.0,0.0,0.0
Lamarcus Aldridge,35.0,22.0,1.0,0.0
Monta Ellis,59.0,254.0,1.0,1.0
Harrison Barnes,236.0,238.0,0.0,0.0
Bojan Bogdanovic,323.0,365.0,0.0,0.0
Clint Capela,58.0,277.0,1.0,1.0
Sergio Rodriguez,804.0,413.0,0.0,0.0
Emmanuel Mudiay,878.0,249.0,0.0,0.0
D.J. Augustin,293.0,228.0,0.0,1.0
Montrezl Harrell,64.0,254.0,1.0,0.0
Jaylen Brown,890.0,0.0,1.0,0.0
Eric Gordon,887.0,204.0,0.0,0.0
Danilo Gallinari,97.0,424.0,0.0,0.0
Caris Levert,730.0,64.0,1.0,1.0
Trey Lyles,290.0,278.0,0.0,0.0
Thabo Sefolosha,58.0,254.0,1.0,1.0
Pau Gasol,215.0,387.0,0.0,0.0
Langston Galloway,62.0,490.0,0.0,1.0
Isaiah Canaan,842.0,23.0,1.0,1.0
Trevor Ariza,244.0,411.0,0.0,0.0
Robin Lopez,870.0,292.0,1.0,1.0
Jahlil Okafor,878.0,252.0,1.0,1.0
Greg Monroe,54.0,187.0,0.0,1.0
Gerald Green,792.0,127.0,0.0,0.0
Courtney Lee,701.0,130.0,1.0,1.0
Jamychal Green,239.0,246.0,0.0,0.0
Terry Rozier,676.0,109.0,0.0,0.0
Serge Ibaka,819.0,100.0,0.0,1.0
Jimmy Butler,51.0,256.0,1.0,1.0
Devin Booker,725.0,444.0,0.0,0.0
Russell Westbrook,873.0,240.0,1.0,1.0
Nerlens Noel,888.0,250.0,1.0,1.0
Robin Lopez,888.0,250.0,1.0,1.0
Tj Mcconnell,838.0,192.0,0.0,0.0
John Henson,887.0,254.0,0.0,1.0
Lamarcus Aldridge,827.0,403.0,0.0,0.0
Josh Richardson,888.0,250.0,1.0,1.0
Eric Bledsoe,59.0,230.0,1.0,1.0
Deron Williams,249.0,241.0,0.0,1.0
Danilo Gallinari,59.0,452.0,0.0,0.0
Jerami Grant,861.0,23.0,0.0,1.0
Gerald Henderson,797.0,241.0,1.0,0.0
Brook Lopez,745.0,41.0,0.0,0.0
Jae Crowder,54.0,274.0,1.0,1.0
Jaylen Brown,715.0,56.0,1.0,0.0
Jeff Green,828.0,181.0,0.0,0.0
Jonas Valanciunas,52.0,250.0,1.0,1.0
Ryan Anderson,279.0,365.0,0.0,0.0
Vince Carter,52.0,250.0,1.0,1.0
Rodney Hood,293.0,265.0,0.0,1.0
Tyler Johnson,878.0,199.0,0.0,1.0
Ryan Anderson,67.0,248.0,1.0,0.0
Devin Booker,745.0,462.0,0.0,0.0
Emmanuel Mudiay,53.0,265.0,0.0,1.0
Danilo Gallinari,838.0,495.0,0.0,0.0
Richaun Holmes,871.0,236.0,1.0,1.0
Demar Derozan,863.0,403.0,0.0,1.0
Montrezl Harrell,822.0,259.0,1.0,0.0
Taurean Prince,881.0,235.0,1.0,0.0
Cj Wilcox,182.0,33.0,0.0,1.0
Russell Westbrook,905.0,490.0,0.0,1.0
Al Horford,888.0,250.0,1.0,1.0
Tony Allen,58.0,252.0,1.0,0.0
Mike Miller,640.0,344.0,0.0,0.0
Skal Labissiere,126.0,259.0,0.0,0.0
Luol Deng,194.0,53.0,1.0,1.0
Rodney Hood,873.0,262.0,1.0,1.0
James Johnson,141.0,250.0,0.0,1.0
Jamal Crawford,607.0,249.0,0.0,0.0
Elfrid Payton,696.0,401.0,0.0,1.0
Deron Williams,814.0,51.0,0.0,1.0
Carmelo Anthony,832.0,86.0,0.0,0.0
Evan Fournier,305.0,239.0,0.0,1.0
Nik Stauskas,671.0,387.0,0.0,1.0
Tim Hardaway Jr.,679.0,130.0,0.0,1.0
Tyreke Evans,740.0,91.0,0.0,0.0
Devin Booker,887.0,236.0,1.0,0.0
Austin Rivers,606.0,235.0,0.0,0.0
Cj Mccollum,882.0,254.0,1.0,0.0
Tyler Ulis,162.0,403.0,0.0,1.0
Kosta Koufos,873.0,267.0,1.0,1.0
Rajon Rondo,745.0,400.0,1.0,0.0
P.J. Tucker,40.0,483.0,0.0,1.0
Wesley Matthews,241.0,64.0,0.0,0.0
Rodney Mcgruder,828.0,235.0,1.0,1.0
Nikola Vucevic,172.0,396.0,0.0,0.0
Terry Rozier,684.0,415.0,0.0,0.0
Tim Frazier,768.0,382.0,1.0,1.0
Cory Joseph,670.0,365.0,0.0,0.0
Marquese Chriss,210.0,369.0,1.0,1.0
Robert Covington,853.0,272.0,1.0,0.0
Seth Curry,739.0,239.0,0.0,0.0
Trevor Booker,98.0,475.0,0.0,0.0
Solomon Hill,878.0,10.0,0.0,1.0
Eric Bledsoe,280.0,367.0,0.0,0.0
Pascal Siakam,64.0,275.0,1.0,1.0
Nikola Mirotic,313.0,251.0,0.0,0.0
Brandon Ingram,735.0,63.0,0.0,0.0
Cameron Payne,666.0,375.0,1.0,1.0
Jusuf Nurkic,886.0,240.0,0.0,1.0
Nikola Vucevic,706.0,282.0,0.0,1.0
Richaun Holmes,141.0,251.0,0.0,0.0
Paul George,750.0,113.0,0.0,1.0
Justin Holiday,41.0,230.0,0.0,1.0
Joel Embiid,637.0,226.0,0.0,1.0
Boris Diaw,887.0,41.0,0.0,1.0
Randy Foye,886.0,218.0,1.0,1.0
John Wall,878.0,223.0,1.0,0.0
Tj Mcconnell,87.0,398.0,1.0,1.0
Goran Dragic,627.0,208.0,0.0,0.0
P.J. Tucker,913.0,7.0,1.0,0.0
Tim Hardaway Jr.,52.0,250.0,1.0,0.0
Justin Holiday,264.0,100.0,0.0,1.0
Isaiah Canaan,58.0,264.0,1.0,0.0
Nikola Jokic,60.0,263.0,1.0,0.0
Jimmy Butler,856.0,172.0,0.0,1.0
Rodney Stuckey,151.0,136.0,0.0,1.0
Klay Thompson,197.0,352.0,0.0,0.0
Ben Mclemore,888.0,250.0,1.0,1.0
Chris Paul,40.0,477.0,1.0,1.0
Ivica Zubac,868.0,316.0,0.0,0.0
Harrison Barnes,58.0,92.0,0.0,1.0
Darren Collison,881.0,267.0,1.0,1.0
Derrick Favors,52.0,250.0,1.0,1.0
Jarrod Uthoff,878.0,28.0,0.0,0.0
Dwyane Wade,709.0,424.0,0.0,1.0
Brandon Knight,77.0,249.0,0.0,1.0
Maurice Harkless,52.0,250.0,1.0,1.0
Nikola Vucevic,143.0,238.0,0.0,0.0
Cj Mccollum,828.0,225.0,1.0,1.0
Kyle Lowry,760.0,199.0,0.0,1.0
Robin Lopez,853.0,179.0,0.0,1.0
Ricky Rubio,715.0,238.0,1.0,1.0
Nikola Vucevic,848.0,138.0,1.0,0.0
Tony Parker,97.0,290.0,0.0,1.0
Jamal Crawford,769.0,246.0,0.0,0.0
Gorgui Dieng,98.0,274.0,0.0,1.0
Marc Gasol,72.0,303.0,1.0,1.0
Corey Brewer,900.0,236.0,1.0,0.0
Matthew Dellavedova,887.0,248.0,1.0,0.0
Jamal Crawford,195.0,256.0,0.0,1.0
John Wall,882.0,240.0,1.0,0.0
Sergio Rodriguez,46.0,252.0,1.0,1.0
Corey Brewer,59.0,243.0,1.0,1.0
Blake Griffin,863.0,192.0,1.0,1.0
Joe Harris,46.0,225.0,1.0,0.0
Karl-Anthony Towns,886.0,231.0,0.0,1.0
Alan Williams,824.0,262.0,1.0,0.0
Rudy Gobert,65.0,265.0,1.0,0.0
Kenneth Faried,881.0,235.0,1.0,0.0
Jonas Valanciunas,67.0,238.0,1.0,1.0
Jonas Valanciunas,873.0,256.0,1.0,1.0
Jeremy Lin,878.0,266.0,0.0,1.0
Patty Mills,210.0,346.0,1.0,0.0
Shabazz Muhammad,138.0,10.0,0.0,0.0
Maurice Harkless,269.0,367.0,1.0,0.0
Zach Randolph,839.0,236.0,1.0,1.0
Matthew Dellavedova,54.0,244.0,1.0,1.0
Blake Griffin,858.0,241.0,1.0,1.0
Sean Kilpatrick,890.0,235.0,1.0,1.0
Jamal Crawford,94.0,475.0,0.0,0.0
Alec Burks,696.0,405.0,0.0,0.0
Jonas Jerebko,887.0,230.0,1.0,1.0
Al Horford,190.0,316.0,0.0,0.0
Tj Warren,225.0,236.0,0.0,1.0
Derrick Rose,51.0,238.0,0.0,1.0
Malcolm Delaney,890.0,482.0,1.0,0.0
John Henson,873.0,250.0,1.0,1.0
E'Twaun Moore,745.0,449.0,0.0,0.0
Lance Thomas,670.0,356.0,1.0,0.0
Jae Crowder,270.0,120.0,0.0,1.0
Damian Lillard,46.0,250.0,1.0,0.0
Isaiah Thomas,699.0,102.0,1.0,0.0
Courtney Lee,887.0,274.0,1.0,0.0
John Wall,715.0,338.0,1.0,1.0
Myles Turner,814.0,282.0,1.0,1.0
Marcin Gortat,46.0,249.0,1.0,0.0
Willie Cauley-Stein,789.0,398.0,0.0,0.0
Dwyane Wade,715.0,439.0,1.0,0.0
Serge Ibaka,637.0,264.0,0.0,0.0
Cory Joseph,288.0,162.0,0.0,0.0
Bojan Bogdanovic,280.0,367.0,0.0,1.0
Michael Beasley,41.0,92.0,1.0,0.0
Jj Redick,672.0,408.0,0.0,0.0
Kristaps Porzingis,750.0,50.0,0.0,0.0
Nikola Mirotic,843.0,153.0,1.0,0.0
Devin Harris,882.0,20.0,0.0,1.0
Brandon Knight,79.0,251.0,1.0,0.0
Joe Harris,833.0,17.0,0.0,1.0
Goran Dragic,69.0,362.0,0.0,0.0
Anthony Tolliver,293.0,365.0,0.0,0.0
Ben Mclemore,161.0,380.0,0.0,1.0
Domantas Sabonis,59.0,228.0,0.0,0.0
Gordon Hayward,62.0,20.0,0.0,0.0
Kelly Oubre Jr.,882.0,220.0,0.0,0.0
Wesley Matthews,740.0,48.0,1.0,0.0
Demar Derozan,735.0,53.0,0.0,0.0
Doug Mcdermott,161.0,306.0,0.0,1.0
Dante Cunningham,848.0,113.0,0.0,0.0
Justin Holiday,58.0,13.0,1.0,1.0
Tyreke Evans,59.0,254.0,1.0,0.0
James Harden,882.0,250.0,1.0,1.0
Dwight Howard,107.0,398.0,0.0,0.0
Kyle Lowry,323.0,290.0,0.0,1.0
Solomon Hill,730.0,45.0,0.0,0.0
Boris Diaw,681.0,92.0,0.0,0.0
David Lee,817.0,383.0,0.0,1.0
Courtney Lee,239.0,434.0,0.0,1.0
Bradley Beal,52.0,250.0,1.0,1.0
Isaiah Whitehead,113.0,280.0,0.0,0.0
Jerami Grant,824.0,254.0,0.0,0.0
Luc Mbah A Moute,882.0,251.0,0.0,1.0
Ty Lawson,58.0,270.0,1.0,1.0
Dario Saric,148.0,383.0,0.0,0.0
Tim Hardaway Jr.,773.0,347.0,0.0,0.0
Al-Farouq Aminu,53.0,250.0,1.0,0.0
Joe Harris,310.0,233.0,1.0,0.0
Terrence Ross,51.0,17.0,1.0,1.0
Darren Collison,64.0,287.0,0.0,1.0
Tj Warren,141.0,172.0,0.0,0.0
Marcus Smart,889.0,266.0,1.0,1.0
Brandon Jennings,53.0,251.0,1.0,0.0
Markieff Morris,52.0,250.0,1.0,1.0
Gary Harris,873.0,248.0,1.0,1.0
Anthony Morrow,131.0,486.0,1.0,0.0
Goran Dragic,853.0,302.0,0.0,1.0
Lou Williams,788.0,261.0,1.0,1.0
Tim Hardaway Jr.,882.0,252.0,1.0,1.0
Anthony Morrow,275.0,149.0,1.0,0.0
Cj Mccollum,676.0,100.0,0.0,1.0
Austin Rivers,748.0,117.0,1.0,0.0
Josh Richardson,256.0,103.0,0.0,0.0
Terrence Jones,92.0,311.0,0.0,1.0
